40.845642,-73.90211,2021_04_16_00:00:00
40.82681,-73.85361,2021_04_15_00:00:00
40.681168,-73.92941,2021_04_06_00:00:00
40.662476,-73.768326,2021_04_13_00:00:00
40.64739,-73.92314,2021_04_09_00:00:00
40.687138,-73.75136,2021_04_15_00:00:00
40.865143,-73.87204,2021_04_15_00:00:00
40.866673,-73.90896,2021_04_14_00:00:00
40.72313,-73.90614,2021_04_10_00:00:00
40.674934,-73.80186,2021_04_15_00:00:00
40.708363,-73.92401,2021_04_15_00:00:00
40.739525,-73.92512,2021_04_16_00:00:00
40.637997,-74.02136,2021_04_14_00:00:00
40.750965,-73.94027,2021_04_14_00:00:00
40.671585,-73.99843,2020_04_15_00:00:00
40.694294,-73.74868,2021_04_15_00:00:00
40.810173,-73.95117,2021_04_08_00:00:00
40.694748,-73.73427,2021_04_16_00:00:00
40.687103,-73.89251,2021_04_14_00:00:00
40.861744,-73.911804,2021_04_14_00:00:00
40.741074,-73.7258,2021_04_15_00:00:00
40.67875,-73.794,2021_04_13_00:00:00
40.666943,-73.890144,2021_04_14_00:00:00
40.6635,-73.94276,2021_04_16_00:00:00
40.827824,-73.91934,2021_04_16_00:00:00
40.575832,-74.12409,2021_04_15_00:00:00
40.730366,-73.91388,2021_04_14_00:00:00
40.640945,-73.94852,2021_04_15_00:00:00
40.784237,-73.947075,2021_04_15_00:00:00
40.76803,-73.87722,2021_04_15_00:00:00
40.669823,-73.90981,2021_04_14_00:00:00
40.659336,-73.92726,2021_04_10_00:00:00
40.616093,-74.14523,2021_04_16_00:00:00
40.763546,-73.88209,2021_04_16_00:00:00
40.637234,-73.97266,2021_04_15_00:00:00
40.62614,-74.14276,2021_04_15_00:00:00
40.638313,-73.95751,2021_04_16_00:00:00
40.651352,-73.89275,2021_04_16_00:00:00
40.696564,-73.79125,2021_04_15_00:00:00
40.72728,-73.97906,2021_04_15_00:00:00
40.67816,-73.897484,2021_04_16_00:00:00
40.905174,-73.85417,2021_04_13_00:00:00
40.754044,-73.990074,2021_04_14_00:00:00
40.755234,-73.941246,2021_04_14_00:00:00
40.708675,-73.93699,2021_04_10_00:00:00
40.65103,-73.93032,2021_04_16_00:00:00
40.645985,-74.00723,2021_04_14_00:00:00
40.794773,-73.816185,2021_04_15_00:00:00
40.845467,-73.940475,2021_04_16_00:00:00
40.643875,-74.01887,2021_04_16_00:00:00
40.658947,-73.73472,2021_04_14_00:00:00
40.69168,-73.999344,2021_04_15_00:00:00
40.59727,-73.99868,2021_04_15_00:00:00
40.878155,-73.84005,2021_04_14_00:00:00
40.696983,-73.935234,2021_04_02_00:00:00
40.821075,-73.882126,2021_04_14_00:00:00
40.88765,-73.84167,2021_04_14_00:00:00
40.687843,-73.82005,2021_04_14_00:00:00
40.673252,-73.87773,2021_04_14_00:00:00
40.6699,-73.95116,2021_04_14_00:00:00
40.667683,-73.99608,2021_04_16_00:00:00
40.63529,-73.958206,2021_04_14_00:00:00
40.71772,-73.96202,2021_04_13_00:00:00
40.857605,-73.93778,2021_04_16_00:00:00
40.7491,-73.984085,2021_04_16_00:00:00
40.71493,-73.79316,2021_04_15_00:00:00
40.721985,-73.98552,2021_04_16_00:00:00
40.67983,-73.9583,2021_04_16_00:00:00
40.730198,-73.954254,2021_04_15_00:00:00
40.821117,-73.957466,2021_04_15_00:00:00
40.849167,-73.92393,2021_04_14_00:00:00
40.579826,-73.97622,2021_04_13_00:00:00
40.681335,-73.97667,2021_04_15_00:00:00
40.756725,-73.96,2021_04_15_00:00:00
40.756557,-73.87594,2021_04_14_00:00:00
40.67792,-73.9182,2021_04_15_00:00:00
40.607876,-73.92554,2021_04_14_00:00:00
