road1,road2,intersection latitude,intersection longitude
AVE OF THE AMERICAS,W 13 ST,40.7366690283556,-73.99734058211108
AVE OF THE AMERICAS,THOMPSON ST,40.72218485880368,-74.00536457930849
AVE OF THE AMERICAS,CARMINE ST,40.730581182332045,-74.00168498601278
AVE OF THE AMERICAS,WHITE ST,40.719003691996924,-74.00517312679668
AVE OF THE AMERICAS,W 14 ST,40.737360693365886,-73.99683897658859
AVE OF THE AMERICAS,WAVERLY PL,40.73292795993126,-74.00006494821498
AVE OF THE AMERICAS,W 3 ST,40.73106426291163,-74.001410780101
AVE OF THE AMERICAS,DOMINICK ST,40.72489671716213,-74.00448449456906
AVE OF THE AMERICAS,LISPENARD ST,40.72062858780503,-74.00520932860381
AVE OF THE AMERICAS,YORK ST,40.72102383127096,-74.00524904298398
AVE OF THE AMERICAS,DOWNING ST,40.72965344625135,-74.00220452274242
AVE OF THE AMERICAS,MINETTA LN,40.730581182332045,-74.00168498601278
BROOME ST,MERCER ST,40.722182237150236,-74.00065659273378
BROOME ST,CENTRE ST,40.720834538689886,-73.99765507336949
BROOME ST,BOWERY,40.719456557207636,-73.99439754497551
BROOME ST,CROSBY ST,40.7214219368719,-73.99903316019109
BROOME ST,ELIZABETH ST,40.719868309820534,-73.99525970934886
BROOME ST,MULBERRY ST,40.72050514803432,-73.99683616847494
BROOME ST,SULLIVAN ST,40.72405408065087,-74.00437981300949
BROOME ST,THOMPSON ST,40.72368081947817,-74.00363659537574
BROOME ST,MOTT ST,40.72018124155598,-73.99603170152322
BROOME ST,WOOSTER ST,40.72292879276168,-74.0021718310637
BROOME ST,CENTRE MARKET PL,40.720705528371006,-73.99734843425044
BROOME ST,CLEVELAND PL,40.720834538689886,-73.99765507336949
LEROY ST,BLEECKER ST,40.73091327554797,-74.0028179456841
LEROY ST,BEDFORD ST,40.730446621202596,-74.0043044630722
LEROY ST,ST LUKES PL,40.73010347715914,-74.0054734592264
BLEECKER ST,8 AVE,40.736877527245085,-74.00553535930713
BLEECKER ST,MERCER ST,40.726930620903374,-73.9966590758561
BLEECKER ST,BOWERY,40.7252314016489,-73.99221432993555
BLEECKER ST,ELIZABETH ST,40.72545103512058,-73.99304049719771
BLEECKER ST,MORTON ST,40.73146496298408,-74.00313909480471
BLEECKER ST,BANK ST,40.73661129659125,-74.00531522273822
BLEECKER ST,THOMPSON ST,40.728423816330455,-73.99967888886465
BLEECKER ST,CARMINE ST,40.730323161222955,-74.00246793569633
BLEECKER ST,MOTT ST,40.725645954028344,-73.9937584369825
BLEECKER ST,JONES ST,40.73174217877958,-74.00329786734213
BLEECKER ST,CORNELIA ST,40.73113559754327,-74.00294423988478
BLEECKER ST,DOWNING ST,40.72965344625135,-74.00220452274242
DUANE ST,LAFAYETTE ST,40.71415102151553,-74.00340521349969
DUANE ST,ELK ST,40.71455997115977,-74.00401846516259
8 AVE,GREENWICH AVE,40.73939730909795,-74.00278943582924
8 AVE,W 4 ST,40.73839544367335,-74.00386112737183
8 AVE,W 13 ST,40.73907891043085,-74.00308171644822
8 AVE,W 14 ST,40.73975138823035,-74.00252241397993
8 AVE,HORATIO ST,40.738755019366636,-74.00344616499027
BEDFORD ST,MORTON ST,40.73100379403829,-74.00462562263178
BEDFORD ST,CARMINE ST,40.729856511358165,-74.00395444237157
BEDFORD ST,DOWNING ST,40.72934325196785,-74.00365494458795
W 23 ST,7 AVE,40.74409901879959,-73.99564413111167
W 23 ST,9 AVE,40.74649251513575,-74.00132449156148
W 23 ST,5 AVE,40.7415487560939,-73.98957446267117
BROOKLYN BRIDGE EXIT RAMP,BROOKLYN BRIDGE EN RP FDR DR,40.7085490116842,-73.99970062609319
BROOKLYN BRIDGE EXIT RAMP,BROOKLYN BRG,40.70974571936539,-74.00147164755231
BROOKLYN BRIDGE EXIT RAMP,FDR DRIVE NB EN BROOKLYN BR,40.71154900680869,-74.00266923688905
BROOKLYN BRIDGE EXIT RAMP,ROSE ST,40.71154900680869,-74.00266923688905
BROOKLYN BRIDGE EXIT RAMP,FDR DRIVE ENTRY RAMP,40.70995158076123,-74.00109652509205
BROOKLYN BRIDGE EXIT RAMP,AVE OF THE FINEST,40.712012867994325,-74.00282075374763
BROOKLYN BRIDGE EXIT RAMP,FDR DRIVE SB ENTRANCE PEARL ST,40.70892504463349,-74.00001442773954
PRINCE ST,MERCER ST,40.724633299101896,-73.99858574825274
PRINCE ST,BOWERY,40.722354961568385,-73.99326088787545
PRINCE ST,CROSBY ST,40.72388120386325,-73.99695145601993
PRINCE ST,ELIZABETH ST,40.72272280787227,-73.99415194804772
PRINCE ST,MULBERRY ST,40.723365149584616,-73.99570320974436
PRINCE ST,SULLIVAN ST,40.726494229113854,-74.00234873366634
PRINCE ST,THOMPSON ST,40.72611821029799,-74.00159828439823
PRINCE ST,MAC DOUGAL ST,40.72687847670431,-74.00312083922584
PRINCE ST,MOTT ST,40.723035746277894,-73.99490953729196
PRINCE ST,WOOSTER ST,40.72538262647508,-74.0001010191178
BROOKLYN BRIDGE ENTRANCE RAMP,BROOKLYN BRIDGE EN RP FDR DR,40.710747525255684,-74.00310565584851
BROOKLYN BRIDGE ENTRANCE RAMP,BROOKLYN BRIDGE EN RP PEARL ST,40.710747525255684,-74.00310565584851
BROOKLYN BRIDGE ENTRANCE RAMP,BROOKLYN BRG,40.71120589557113,-74.00328603012049
BROOKLYN BRIDGE ENTRANCE RAMP,ROSE ST,40.71120863772404,-74.00337620671718
BROOKLYN BRIDGE ENTRANCE RAMP,GOLD ST,40.710912194791725,-74.00365754101082
BROOKLYN BRIDGE ENTRANCE RAMP,FRANKFORT ST,40.7108792646383,-74.00343029564377
BROOKLYN BRIDGE EN RP FDR DR,BROOKLYN BRIDGE EN RP PEARL ST,40.710747525255684,-74.00310565584851
BROOKLYN BRIDGE EN RP FDR DR,FDR DRIVE EXIT 2 SB,40.708472155865685,-73.9991920520746
BROOKLYN BRIDGE EN RP FDR DR,BROOKLYN BRG,40.70859841781226,-74.00000721383444
BROOKLYN BRIDGE EN RP FDR DR,FDR DRIVE EXIT 2 NB,40.70798359081478,-74.00001442753579
BROOKLYN BRIDGE EN RP FDR DR,FDR DRIVE NB EN BROOKLYN BR,40.708639589108586,-74.00018755981094
BROOKLYN BRIDGE EN RP FDR DR,FDR DRIVE SB ENTRANCE PEARL ST,40.708568225343235,-73.99987015103915
BROOKLYN BRIDGE EN RP PEARL ST,FDR DRIVE ENTRY RAMP,40.709619458888234,-74.00157624696621
MERCER ST,SPRING ST,40.72342286901555,-73.99961036628939
MERCER ST,W 4 ST,40.72881072142172,-73.99506063261937
MERCER ST,GRAND ST,40.721251756808265,-74.00144664840818
MERCER ST,W HOUSTON ST,40.725797060061616,-73.99761160457604
MERCER ST,WAVERLY PL,40.72997719553359,-73.99406471762316
MERCER ST,W 3 ST,40.728193172862966,-73.99559105112965
MERCER ST,HOWARD ST,40.72034048452077,-74.00222225245618
GREENWICH AVE,BANK ST,40.73716859479168,-74.001461427843
GREENWICH AVE,W 13 ST,40.73876053528015,-74.00240690286753
GREENWICH AVE,HORATIO ST,40.73876053528015,-74.00240690286753
MINETTA ST,MINETTA LN,40.73024633002662,-74.00101748108753
SPRING ST,BOWERY,40.720938696195375,-73.99379495367585
SPRING ST,CROSBY ST,40.72266255398614,-73.99797970010471
SPRING ST,KENMARE ST,40.721951618891396,-73.99626970034271
SPRING ST,ELIZABETH ST,40.72130928402614,-73.99470403566707
SPRING ST,MULBERRY ST,40.721951618891396,-73.99626970034271
SPRING ST,SULLIVAN ST,40.725250828656534,-74.0033769181172
SPRING ST,THOMPSON ST,40.7248803061573,-74.00261926166891
SPRING ST,MOTT ST,40.72161947424249,-73.9954652192444
SPRING ST,WOOSTER ST,40.724166693512586,-74.00112562106057
SPRING ST,CLEVELAND PL,40.72230022763611,-73.99712108830064
CORTLANDT ALY,WHITE ST,40.717686299450264,-74.00235563809382
W 27 ST,10 AVE,40.7502088883877,-74.00233152392761
W 4 ST,GANSEVOORT ST,40.73941923604552,-74.00386479528687
W 4 ST,BANK ST,40.73683917387788,-74.00371309090373
W 4 ST,JONES ST,40.73231861246012,-74.00166338073973
W 4 ST,CORNELIA ST,40.73177515716263,-74.00116543947316
W 4 ST,HORATIO ST,40.738752261569985,-74.00385753949983
10 AVE,W 29 ST,40.75144678417296,-74.00142925794471
10 AVE,W 33 ST,40.75390883011115,-73.99961379734235
10 AVE,W 35 ST,40.75525100370341,-73.99866089651414
10 AVE,W 31 ST,40.75268741741653,-74.00052695845008
10 AVE,W 28 ST,40.750829209506,-74.00188400437024
10 AVE,W 34 ST,40.75458403509786,-73.99914457048935
10 AVE,W 26 ST,40.749591310048935,-74.00278625353856
10 AVE,W 25 ST,40.748973729961826,-74.0032373656152
10 AVE,W 30 ST,40.75205886743466,-74.00098172154796
10 AVE,W 27 DR,40.7502088883877,-74.00233152392761
BAXTER ST,GRAND ST,40.719580191267944,-73.99805555128263
BAXTER ST,BAYARD ST,40.716198663417366,-74.00013707848335
BAXTER ST,WHITE ST,40.716544503295296,-73.99993146040269
BAXTER ST,WORTH ST,40.71436516235528,-74.0004545108891
BAXTER ST,LEONARD ST,40.715290145003635,-74.0007899941752
BAXTER ST,HOGAN PL,40.71516937703131,-74.00052666182918
BAXTER ST,CENTRE MARKET PL,40.719580191267944,-73.99805555128263
7 AVE,W 16 ST,40.73988041197561,-73.99871172598776
7 AVE,W 19 ST,40.74164252092249,-73.99743420994935
7 AVE,W 24 ST,40.744760483906745,-73.99515328086255
7 AVE,W 15 ST,40.739243633889,-73.999184461781
7 AVE,W 22 ST,40.74342931704541,-73.99612775448603
7 AVE,W 20 ST,40.742227142574386,-73.99700835637634
7 AVE,W 11 ST,40.73656200851025,-74.00109335458073
7 AVE,W 21 ST,40.742811762496274,-73.99657888656024
W 16 ST,9 AVE,40.74228473649071,-74.00441709886807
W 16 ST,5 AVE,40.73733031012155,-73.99265314984359
9 AVE,W 19 ST,40.744033184962454,-74.00311803396842
9 AVE,W 24 ST,40.747145769873214,-74.00084811599184
9 AVE,W 15 ST,40.741645191672596,-74.00486092733902
9 AVE,W 22 ST,40.74582553445091,-74.00181168421607
9 AVE,W 20 ST,40.74462057218184,-74.00269221510214
9 AVE,W 21 ST,40.74520795777793,-74.00226638872725
LA GUARDIA PL,W HOUSTON ST,40.72693341409867,-73.99991701807936
LA GUARDIA PL,W 3 ST,40.72931035349515,-73.99788568956492
LA GUARDIA PL,WASHINGTON SQ S,40.729941636389114,-73.99735889095514
LINCOLN TUNL,LINCOLN TUNNEL ENTRANCE,40.75886309300865,-73.99920587939938
LINCOLN TUNL,LINCOLN TUNNEL EXIT,40.75749891010846,-73.99668641917553
LINCOLN TUNL,LINCOLN TUNNEL BUS EXIT,40.75749891010846,-73.99668641917553
FRANKLIN D ROOSEVELT DR,E 30 ST,40.74034663800916,-73.9731337050809
FRANKLIN D ROOSEVELT DR,CONNECTOR,40.73974276316219,-73.97300764746296
FRANKLIN D ROOSEVELT DR,E 36 ST,40.744562150471594,-73.97137087928444
FRANKLIN D ROOSEVELT DR,E 34 ST,40.74318720002958,-73.97206074900083
FRANKLIN D ROOSEVELT DR,E 38 ST,40.745769600377486,-73.97042121185389
FRANKLIN D ROOSEVELT DR,E 28 ST,40.739037486744245,-73.97354560939712
FRANKLIN D ROOSEVELT DR,E 48 ST,40.75194383567886,-73.9652355666565
FRANKLIN D ROOSEVELT DR,E 37 ST,40.745105460412645,-73.97077156942548
FRANKLIN D ROOSEVELT DR,FDR DRIVE EXIT 7 SB,40.73770917006586,-73.97417762310506
FRANKLIN D ROOSEVELT DR,QUEENS MIDTOWN TUNL,40.74772055621412,-73.96831266885997
FRANKLIN D ROOSEVELT DR,E 42 ST,40.748214673235246,-73.9685398047622
FRANKLIN D ROOSEVELT DR,FDR DRIVE NB ENTRANCE E 48 ST,40.751899793714486,-73.96482052450305
FRANKLIN D ROOSEVELT DR,E 49 ST,40.75247061912525,-73.96455313536636
FRANKLIN D ROOSEVELT DR,E 35 ST,40.7438732799003,-73.97162018437541
FRANKLIN D ROOSEVELT DR,E 27 ST,40.73820046775679,-73.97411969638327
FRANKLIN D ROOSEVELT DR,E 41 ST,40.747514832112124,-73.96879637598734
FRANKLIN D ROOSEVELT DR,FDR DRIVE SB ENTRANCE E 30 ST,40.74034663800916,-73.9731337050809
FRANKLIN D ROOSEVELT DR,FDR DRIVE EXIT 9 NB,40.744153198888924,-73.97143601417945
FRANKLIN D ROOSEVELT DR,FDR DRIVE NB ENTRANCE E 34 ST,40.7466476080502,-73.96922985947091
FRANKLIN D ROOSEVELT DR,FDR DRIVE EXIT 8 SB,40.74765469713286,-73.96836683566595
FRANKLIN D ROOSEVELT DR,FDR DRIVE SB ENTRANCE E 34 ST,40.74325037030484,-73.97223033579931
CENTRE ST,GRAND ST,40.71978605517584,-73.99852452322475
CENTRE ST,WHITE ST,40.716928766847765,-74.00081887254159
CENTRE ST,WORTH ST,40.715158379785436,-74.00211386151379
CENTRE ST,LEONARD ST,40.715743020914566,-74.00168461089756
CENTRE ST,HOWARD ST,40.71891322861467,-73.99923521520803
CENTRE ST,READE ST,40.71364597938779,-74.00360358316793
CENTRE ST,HOGAN PL,40.715743020914566,-74.00168461089756
CENTRE ST,CLEVELAND PL,40.720834538689886,-73.99765507336949
GRAND ST,BOWERY,40.71845748402862,-73.9948088783447
GRAND ST,CROSBY ST,40.72043382769512,-73.9998665203636
GRAND ST,ELIZABETH ST,40.71877591287335,-73.99569989814064
GRAND ST,MULBERRY ST,40.71932491344883,-73.99730159170717
GRAND ST,THOMPSON ST,40.72271738094501,-74.00444827110904
GRAND ST,MOTT ST,40.719047670532106,-73.99647909687339
GRAND ST,WOOSTER ST,40.7219955570788,-74.00297269723767
GRAND ST,CENTRE MARKET PL,40.719580191267944,-73.99805555128263
OLIVER ST,ST JAMES PL,40.713242542165595,-73.99822527308602
FDR DRIVE EXIT 2 SB,R F WAGNER SR PL,40.70984179362032,-74.00065286419333
W 36 ST,LINCOLN TUNNEL ENTRANCE,40.755099993815605,-73.99638695538845
W 36 ST,DYER AVE,40.75520704696328,-73.99665404821431
W 38 ST,LINCOLN TUNNEL ENTRANCE,40.75613745594032,-73.99500446391073
W 38 ST,LINCOLN TUNNEL EXIT,40.75617588701854,-73.99511274583298
W 38 ST,DYER AVE,40.75645587715602,-73.99577326537323
LINCOLN TUNNEL ENTRANCE,LINCOLN TUNNEL EXIT,40.75698285002497,-73.99530399209738
LINCOLN TUNNEL ENTRANCE,W 39 ST,40.75712009163221,-73.99541226876117
LINCOLN TUNNEL ENTRANCE,DYER AVE,40.75698285002497,-73.99530399209738
LINCOLN TUNNEL ENTRANCE,W 37 ST,40.755594021747946,-73.99562894158292
LINCOLN TUNNEL ENTRANCE,LINCOLN TUNNEL BUS EXIT,40.757789856305,-73.99680191129195
LINCOLN TUNNEL ENTRANCE,LINCOLN TUNNEL BUS APPR,40.75782277623124,-73.99623881480697
LINCOLN TUNNEL ENTRANCE,W 40 ST,40.75872308398546,-73.997379407526
LINCOLN TUNNEL EXIT,W 39 ST,40.75837452027061,-73.99840816083575
LINCOLN TUNNEL EXIT,DYER AVE,40.75645587715602,-73.99577326537323
LINCOLN TUNNEL EXIT,LINCOLN TUNNEL BUS EXIT,40.75749891010846,-73.99668641917553
PELL ST,BOWERY,40.71461764456321,-73.99709256218759
PELL ST,MOTT ST,40.714993707964894,-73.99886731932524
PELL ST,DOYERS ST,40.71482352156975,-73.9980340465236
W 39 ST,DYER AVE,40.757059701107984,-73.99526067218292
W 39 ST,LINCOLN TUNNEL BUS EXIT,40.75682637391127,-73.99471204041731
W 8 ST,5 AVE,40.73225269258547,-73.99635211222427
W 8 ST,MAC DOUGAL ST,40.73294715562815,-73.99798660475508
BOWERY,BAYARD ST,40.715037585448336,-73.99680756988133
BOWERY,KENMARE ST,40.72032113840748,-73.99404032468442
BOWERY,GREAT JONES ST,40.726392404778466,-73.99179568017881
BOWERY,BOND ST,40.72564584962337,-73.99206275224039
BOWERY,DOYERS ST,40.71406870197647,-73.99750380844146
BAYARD ST,ELIZABETH ST,40.71535599940066,-73.99772019720517
BAYARD ST,MULBERRY ST,40.71591869592392,-73.99932182508893
BAYARD ST,MOTT ST,40.71563323293738,-73.99849214947479
WASHINGTON SQ E,WASHINGTON SQ S,40.729551860383594,-73.99657235120627
WASHINGTON SQ E,WASHINGTON SQ N,40.730715602140975,-73.9955620193208
DYER AVE,W 37 ST,40.75581636527837,-73.99616673861824
DYER AVE,LINCOLN TUNNEL BUS EXIT,40.7573753381128,-73.99505490489199
DYER AVE,LINCOLN TUNNEL BUS APPR,40.75803680080472,-73.99459282771144
DYER AVE,W 40 ST,40.757671760390664,-73.99482387011501
CROSBY ST,HOWARD ST,40.71955275842298,-74.00062049172857
CROSBY ST,JERSEY ST,40.724663440734396,-73.9963020186302
5 AVE,E 26 ST,40.74345073483964,-73.9881919930764
5 AVE,E 23 ST,40.7415487560939,-73.98957446267117
5 AVE,E 22 ST,40.74087908052117,-73.99006895453684
5 AVE,W 19 ST,40.7390868629848,-73.99137552318416
5 AVE,W 24 ST,40.74220470743616,-73.98909800679692
5 AVE,E 21 ST,40.74026154918667,-73.99051651686905
5 AVE,W 15 ST,40.73669081149464,-73.99311870885126
5 AVE,W 22 ST,40.74087908052117,-73.99006895453684
5 AVE,W 20 ST,40.73967420691084,-73.99094602381281
5 AVE,W 11 ST,40.73403398942703,-73.9950494205494
5 AVE,W 21 ST,40.74026154918667,-73.99051651686905
5 AVE,WASHINGTON SQ N,40.731410070882056,-73.99697276049244
5 AVE,W 9 ST,40.7328482896364,-73.99591548380599
GREENE ST,WASHINGTON PL,40.72977688582041,-73.99530951738959
KENMARE ST,ELIZABETH ST,40.72062585106628,-73.99497105001717
KENMARE ST,MULBERRY ST,40.72117211699337,-73.99657638977776
KENMARE ST,MOTT ST,40.720892124072705,-73.99575026775653
KENMARE ST,CLEVELAND PL,40.721449359135754,-73.99739891123455
MOUNT CARMEL PL,E 28 ST,40.74044909282569,-73.9773124707678
MOUNT CARMEL PL,E 27 ST,40.73986179842025,-73.97773487809451
E 30 ST,2 AVE,40.74225521158103,-73.97768355589929
E 30 ST,PARK AVE S,40.744558990305535,-73.9831754754961
E 30 ST,LEXINGTON AVE,40.743880789562944,-73.98155889207499
E 30 ST,3 AVE,40.74320531395647,-73.97996038469351
E 30 ST,FDR DRIVE SB ENTRANCE E 30 ST,40.74034663800916,-73.9731337050809
E 45 ST,2 AVE,40.75174776007064,-73.97080474756751
E 45 ST,PARK AVE VIADUCT,40.75405460468995,-73.9762791640048
E 45 ST,VANDERBILT AVE,40.7543484331252,-73.97697206313195
E 45 ST,LEXINGTON AVE,40.7533680706588,-73.97464798612974
E 45 ST,3 AVE,40.75269249920754,-73.97304571186658
E 45 ST,DE PEW PL,40.75381294667098,-73.97570175156687
W 75 ST,COLUMBUS AVE,40.779364080952185,-73.97736781606955
W 75 ST,RIVERSIDE DR,40.78248331743185,-73.9847799739036
W 75 ST,CENTRAL PARK W,40.778166784564775,-73.9745338347783
W 75 ST,AMSTERDAM AVE,40.780561308663295,-73.98020912090448
AVE C,E 6 ST,40.72350609295862,-73.9792808405996
AVE C,E 10 ST,40.72587723579637,-73.9775339027806
AVE C,E 11 ST,40.726464526296105,-73.97708993502013
AVE C,E 5 ST,40.72289134683108,-73.9797283853858
AVE C,E 8 ST,40.72469715797717,-73.97841099323885
AVE C,E 23 ST,40.735370837870015,-73.97507340421308
AVE C,E 25 ST,40.737042362635975,-73.97493565752055
AVE C,E 15 ST,40.7291567558724,-73.97527056226782
AVE C,FDR DRIVE EXIT 7 NB,40.73096801213102,-73.97398900458573
AVE C,FDR DRIVE SB ENTRANCE E 20 ST,40.73096801213102,-73.97398900458573
AVE C,E 13 ST,40.72774888778879,-73.97618028909402
AVE C,PETER COOPER RD,40.73421798646814,-73.9748212541877
AVE C,AVE C LOOP,40.73096801213102,-73.97398900458573
CENTER DR,WEST DR,40.767693695846205,-73.97863532320608
CENTER DR,EAST DR,40.769545028948336,-73.97222659197847
CENTER DR,CNTRL PARK 7 AVE APPROACH,40.767693695846205,-73.97863532320608
CENTER DR,TERRACE DR,40.773780192193456,-73.97235480178252
2 AVE,E 47 ST,40.75299912850434,-73.96988743145263
2 AVE,E 43 ST,40.750493636700476,-73.97171120282837
2 AVE,E 36 ST,40.74607808324226,-73.97493586703608
2 AVE,E 39 ST,40.74792500247095,-73.97360704302652
2 AVE,E 34 ST,40.74478001867378,-73.9758818809488
2 AVE,E 44 ST,40.75112207302982,-73.97126339270125
2 AVE,E 38 ST,40.74729655430329,-73.97404398251848
2 AVE,E 28 ST,40.74102299509024,-73.97861500617964
2 AVE,E 48 ST,40.75362481085482,-73.96943236982607
2 AVE,E 40 ST,40.748539719296474,-73.97314483726092
2 AVE,E 37 ST,40.746681831363645,-73.97449534442578
2 AVE,E 32 ST,40.74347369803011,-73.97675929356365
2 AVE,E 42 ST,40.749824037819685,-73.97220233150266
2 AVE,E 49 ST,40.754250491350916,-73.96897729965093
2 AVE,E 46 ST,40.7523789337928,-73.97034248208685
2 AVE,E 31 ST,40.742853473901604,-73.97720699762472
2 AVE,E 35 ST,40.74544140024829,-73.97539443839442
2 AVE,E 27 ST,40.74039453190319,-73.97907711363953
2 AVE,E 41 ST,40.74915718152839,-73.97269344917889
2 AVE,E 33 ST,40.744099420244,-73.97636210296194
2 AVE,E 29 ST,40.741643224852226,-73.97816732752612
COLUMBUS AVE,W 76 ST,40.779998022437326,-73.97690180934424
COLUMBUS AVE,W 95 ST,40.79218525875001,-73.96801703530718
COLUMBUS AVE,W 86 ST,40.78648552926215,-73.97217258063515
COLUMBUS AVE,W 89 ST,40.788420216797775,-73.97076338771852
COLUMBUS AVE,W 83 ST,40.78453710356105,-73.9735961412258
COLUMBUS AVE,W 71 ST,40.77672400530741,-73.97928594587897
COLUMBUS AVE,W 78 ST,40.78127413904238,-73.97599504227891
COLUMBUS AVE,W 91 ST,40.78967432370276,-73.96984917561235
COLUMBUS AVE,W 85 ST,40.785804954785704,-73.97267119686593
COLUMBUS AVE,W 88 ST,40.787791788619224,-73.97122228705312
COLUMBUS AVE,W 79 ST,40.78195198056662,-73.97548205139817
COLUMBUS AVE,W 70 ST,40.776112010493044,-73.9797446791708
COLUMBUS AVE,W 65 ST,40.772991630120764,-73.98207794989732
COLUMBUS AVE,W 72 ST,40.77741284554989,-73.97879829456296
COLUMBUS AVE,W 61 ST,40.77048045664793,-73.98385487795818
COLUMBUS AVE,W 107 ST,40.79991545645319,-73.962375199232
COLUMBUS AVE,W 103 ST,40.797305828583504,-73.96428727613109
COLUMBUS AVE,CATHEDRAL PKWY,40.80180065289685,-73.96107743720668
COLUMBUS AVE,W 106 ST,40.79923492347235,-73.96286679256559
COLUMBUS AVE,W 90 ST,40.7890513868888,-73.970300867221
COLUMBUS AVE,W 84 ST,40.78517103013229,-73.97313367344907
COLUMBUS AVE,W 96 ST,40.792857581277495,-73.96752916217581
COLUMBUS AVE,W 93 ST,40.7909366524349,-73.96891686833246
COLUMBUS AVE,W 105 ST,40.7985626213555,-73.96335475952411
COLUMBUS AVE,W 104 ST,40.797917765510576,-73.96384631347463
COLUMBUS AVE,W 69 ST,40.77548080187507,-73.98021063082217
COLUMBUS AVE,W 100 ST,40.79545628906955,-73.96562818066359
COLUMBUS AVE,W 81 ST,40.78324180131593,-73.97453911566673
COLUMBUS AVE,W 73 ST,40.778096190784765,-73.97829258153799
COLUMBUS AVE,W 63 ST,40.77173192875208,-73.9829592110588
COLUMBUS AVE,W 67 ST,40.77422660828894,-73.98111362151931
COLUMBUS AVE,W 77 ST,40.78065117142929,-73.97641773284585
COLUMBUS AVE,W 66 ST,40.77360088227738,-73.98157232460876
COLUMBUS AVE,W 62 ST,40.771086982504485,-73.98342149470982
COLUMBUS AVE,W 94 ST,40.79155958660557,-73.96847598521794
COLUMBUS AVE,MORNINGSIDE DR,40.80180065289685,-73.96107743720668
COLUMBUS AVE,W 97 ST,40.79355734173276,-73.96701598496213
COLUMBUS AVE,W 109 ST,40.80117223806793,-73.96145705769821
COLUMBUS AVE,W 108 ST,40.80054384820604,-73.96191613279878
COLUMBUS AVE,W 60 ST,40.769849229892785,-73.98431353078193
COLUMBUS AVE,W 74 ST,40.77873013752132,-73.97783381392176
COLUMBUS AVE,W 82 ST,40.783900430338406,-73.97405860126571
COLUMBUS AVE,W 87 ST,40.78716335855228,-73.97168117772486
COLUMBUS AVE,W 68 ST,40.77485233302148,-73.98065852031529
COLUMBUS AVE,W 92 ST,40.79029451203716,-73.96939025412665
COLUMBUS AVE,W 80 ST,40.78262982287319,-73.97498349378225
PARK AVE,HARLEM RIVER DRIVE SB EN PRK AVE,40.80949653935656,-73.93580791066717
PARK AVE,HARLEM RIVER DRIVE EXIT 21 NB,40.811601228285255,-73.93489191811648
PARK AVE,E 130 ST,40.80822074673849,-73.93671944494389
PARK AVE,E 132 ST,40.80949653935656,-73.93580791066717
PARK AVE,E 135 ST,40.811601228285255,-73.93489191811648
PARK AVE,HARLEM RIVER DRIVE EXIT 20 SB,40.81020447185105,-73.93543876058231
PARK AVE,E 131 ST,40.80885452490063,-73.93626007376687
PARK AVE VIADUCT,E 42 ST,40.75211983767307,-73.97767664192217
WEST DR,EAST DR,40.79914999629893,-73.95556011990176
WEST DR,CNTRL PARK 7 AVE APPROACH,40.767693695846205,-73.97863532320608
WEST DR,CPW 72 APPR,40.777313081491876,-73.97412976965413
WEST DR,TERRACE DR,40.77470844874218,-73.97468318773578
WEST DR,CPW 67 APPROACH,40.772551506750744,-73.97668415890573
WEST DR,CPW 100 APPROACH,40.7936572323864,-73.96163837333309
WEST DR,CPW 96 APPR,40.79082533544678,-73.96369126459268
WEST DR,CENTRAL PARK POWELL BLVD APPR,40.79914999629893,-73.95556011990176
WEST DR,CPW 85 APPR,40.78265042409848,-73.96936488079386
W 76 ST,RIVERSIDE DR,40.78319141500295,-73.9844512148622
W 76 ST,CENTRAL PARK W,40.77880620417648,-73.97406780731409
W 76 ST,AMSTERDAM AVE,40.78119526215693,-73.97974674370124
E 24 ST,1 AVE,40.73755352295571,-73.97805319609124
PARK AVE S,E 28 ST,40.743323980565236,-73.98407437788978
PARK AVE S,E 32 ST,40.74579673811817,-73.98228014797621
PARK AVE S,E 31 ST,40.745179237483796,-73.98272781553884
PARK AVE S,E 27 ST,40.74270647322575,-73.98452562097135
PARK AVE S,E 29 ST,40.7439442313459,-73.98362673459945
1 AVE,E 6 ST,40.72639735526721,-73.98616377795234
1 AVE,E 26 ST,40.738796719526235,-73.97714704001642
1 AVE,E 10 ST,40.72876860354676,-73.98443144128737
1 AVE,E 11 ST,40.72936964569077,-73.98399833588034
1 AVE,E 5 ST,40.72577709227559,-73.9866040640702
1 AVE,E 8 ST,40.72759396132516,-73.98529401466274
1 AVE,E 23 ST,40.73688663988948,-73.97854055631754
1 AVE,E 22 ST,40.7361648378926,-73.97890884655797
1 AVE,E 1 ST,40.72326034764249,-73.98843007160802
1 AVE,E 25 ST,40.73817100538189,-73.97760192792381
1 AVE,E 21 ST,40.7355528377383,-73.97934926219807
1 AVE,E 15 ST,40.73198235231973,-73.98196630142556
1 AVE,E 13 ST,40.73065405859449,-73.98307074289748
1 AVE,PETER COOPER RD,40.7361648378926,-73.97890884655797
1 AVE,ST MARKS PL,40.72759396132516,-73.98529401466274
1 AVE,1 AVE LOOP,40.73377995195474,-73.98064518430348
VANDERBILT AVE,E 47 ST,40.75559985094979,-73.97605843652636
VANDERBILT AVE,E 43 ST,40.753099750494926,-73.9778748265193
VANDERBILT AVE,E 44 ST,40.75371723297907,-73.97743427946224
VANDERBILT AVE,E 42 ST,40.75241090896912,-73.97834787224373
